id,name,compartment,chemicalFormula,bigg.metabolite,chebi,chembl,kegg.compound,metanetx.chemical,hmdb,pubchem.compound,lipidmaps,dcid
m00074c,"""(2E,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H64N7O17P3S,,,,,MNXM145822,,,,bio/C43H64N7O17P3S
m00075p,"""(2R)-pristanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C40H68N7O17P3S,,"""CHEBI:20067""",CHEMBL1162496,,MNXM108213,,,LMFA07050065,bio/CHEMBL1162496
m00076p,"""(2R,6R,10R)-trimethyl-hendecanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H58N7O17P3S,,,,,,,,,bio/C35H58N7O17P3S
m00077p,"""(2R,6S,10S)-pristanate""",dcs:CellularCompartmentEnumPeroxisome,C19H37O2,CE2416,,,,MNXM165274,,,,bio/C19H37O2
m00078p,"""(2S)-pristanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C40H68N7O17P3S,pristcoa,"""CHEBI:64039""",,,MNXM30947,,,LMFA07050064,bio/C40H68N7O17P3S
m00079p,"""(2S,6R,10R)-trimethyl-(2E)-hendecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H56N7O17P3S,,,,,MNXM30996,,53481417,,bio/C35H56N7O17P3S
m00080p,"""(2S,6R,10R)-trimethyl-hendecanoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H58N7O17P3S,,,,,MNXM30997,,53481419,,bio/C35H58N7O17P3S
m00081m,"""(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C37H58N7O18P3S,,,,,MNXM31113,,53481423,,bio/C37H58N7O18P3S
m00081p,"""(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H58N7O18P3S,,,,,MNXM31113,,53481423,,bio/C37H58N7O18P3S
m00082m,"""(3S)-3-hydroxydodec-cis-6-enoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C33H52N7O18P3S,,,,,MNXM31119,,53481428,,bio/C33H52N7O18P3S
m00082p,"""(3S)-3-hydroxydodec-cis-6-enoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C33H52N7O18P3S,,,,,MNXM31119,,53481428,,bio/C33H52N7O18P3S
m00083m,"""(3S)-3-hydroxylinoleoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H62N7O18P3S,,,,,MNXM31120,,53481430,,bio/C39H62N7O18P3S
m00083p,"""(3S)-3-hydroxylinoleoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C39H62N7O18P3S,,,,,MNXM31120,,53481430,,bio/C39H62N7O18P3S
m00084m,"""(3S)-citramalyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C26H37N7O20P3S,citmcoa__L,"""CHEBI:36882""",,C01011,MNXM1251,HMDB06345,53477827,,bio/C26H37N7O20P3S
m00085c,"""(3S)-hydroxy-docasa-cis,cis-13,16-dienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H70N7O18P3S,,,,,,,,,bio/C43H70N7O18P3S
m00086c,"""(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H64N7O18P3S,,,,,,,,,bio/C41H64N7O18P3S
m00087c,"""(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H66N7O18P3S,,,,,MNXM163965,,,,bio/C41H66N7O18P3S
m00088m,"""(3Z)-dodecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C33H52N7O17P3S,dd3coa,"""CHEBI:27989""",,C02944,MNXM14550,,16061154,LMFA07050009,bio/C33H52N7O17P3S
m00088p,"""(3Z)-dodecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C33H52N7O17P3S,dd3coa,"""CHEBI:27989""",,C02944,MNXM14550,,16061154,LMFA07050009,bio/C33H52N7O17P3S
m00089m,"""(3Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C37H56N7O17P3S,,,,,,,,,bio/C37H56N7O17P3S
m00089p,"""(3Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H56N7O17P3S,,,,,,,,,bio/C37H56N7O17P3S
m00090p,"""(4R,8R,12R)-trimethyl-(2E)-tridecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H60N7O17P3S,,,,,MNXM31216,,53481434,,bio/C37H60N7O17P3S
m00091m,"""(4Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C37H56N7O17P3S,,,,,,,,,bio/C37H56N7O17P3S
m00091p,"""(4Z,7Z,10Z)-hexadecatrienoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C37H56N7O17P3S,,,,,,,,,bio/C37H56N7O17P3S
m00092c,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C29H47NO4,dcsptn1crn,,,,MNXM8558,,,,bio/C29H47NO4
m00092m,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C29H47NO4,dcsptn1crn,,,,MNXM8558,,,,bio/C29H47NO4
m00092r,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C29H47NO4,dcsptn1crn,,,,MNXM8558,,,,bio/C29H47NO4
m00093c,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,,23724650,LMFA07050043,bio/C43H64N7O17P3S
m00093m,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,,23724650,LMFA07050043,bio/C43H64N7O17P3S
m00093p,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,,23724650,LMFA07050043,bio/C43H64N7O17P3S
m00093r,"""(4Z,7Z,10Z,13Z,16Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C43H64N7O17P3S,dcsptn1coa,,,C16173,MNXM3265,,23724650,LMFA07050043,bio/C43H64N7O17P3S
m00094c,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentEnumCytosol,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB13123,159656,LMFA04000064,bio/C22H33O2
m00094l,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentEnumLysosome,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB13123,159656,LMFA04000064,bio/C22H33O2
m00094r,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB13123,159656,LMFA04000064,bio/C22H33O2
m00094s,"""(4Z,7Z,10Z,13Z,16Z)-DPA""",dcs:CellularCompartmentEnumExtracellular,C22H33O2,dcsptn1,"""CHEBI:65136""",,,MNXM11427,HMDB13123,159656,LMFA04000064,bio/C22H33O2
m00095c,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,,,LMFA07050050,bio/C43H62N7O17P3S
m00095m,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,,,LMFA07050050,bio/C43H62N7O17P3S
m00095p,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,,,LMFA07050050,bio/C43H62N7O17P3S
m00095r,"""(4Z,7Z,10Z,13Z,16Z,19Z)-docosahexaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C43H62N7O17P3S,c226coa,"""CHEBI:65132""",,C16169,MNXM3234,,,LMFA07050050,bio/C43H62N7O17P3S
m00096c,"""(5)ppPur-mRNA""",dcs:CellularCompartmentEnumCytosol,C15H23O22P4R3,,,,C02100,MNXM92760,,,,bio/C15H23O22P4R3
m00097s,"""(5-L-glutamyl)-L-amino acid""",dcs:CellularCompartmentEnumExtracellular,C8H13N2O5,gluala,"""CHEBI:50619""",,C03740,MNXM59390,HMDB06248,440103,,bio/C8H13N2O5
m00098c,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentEnumCytosol,C20H29O4,,,,,MNXM162637,,,,bio/C20H29O4
m00098p,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentEnumPeroxisome,C20H29O4,,,,,MNXM162637,,,,bio/C20H29O4
m00098r,"""(5S,6S)-epoxy-(15R)-hydroxy-ETE""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C20H29O4,,,,,MNXM162637,,,,bio/C20H29O4
m00099m,"""(5Z)-dodecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C33H52N7O17P3S,,,,,MNXM163970,,,,bio/C33H52N7O17P3S
m00099p,"""(5Z)-dodecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C33H52N7O17P3S,,,,,MNXM163970,,,,bio/C33H52N7O17P3S
m00100c,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C27H47NO4,,,,,,,,,bio/C27H47NO4
m00100m,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C27H47NO4,,,,,,,,,bio/C27H47NO4
m00100r,"""(5Z,8Z,11Z)-eicosatrienoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C27H47NO4,,,,,,,,,bio/C27H47NO4
m00101c,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H64N7O17P3S,,,,,MNXM47372,,,LMFA07050062,bio/C41H64N7O17P3S
m00101m,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H64N7O17P3S,,,,,MNXM47372,,,LMFA07050062,bio/C41H64N7O17P3S
m00101r,"""(5Z,8Z,11Z)-eicosatrienoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C41H64N7O17P3S,,,,,MNXM47372,,,LMFA07050062,bio/C41H64N7O17P3S
m00102c,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/C27H43NO4
m00102m,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/C27H43NO4
m00102r,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C27H43NO4,tmndnccrn,,,,MNXM9158,,,,bio/C27H43NO4
m00103c,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,,52922050,LMFA07050063,bio/C41H60N7O17P3S
m00103m,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,,52922050,LMFA07050063,bio/C41H60N7O17P3S
m00103r,"""(5Z,8Z,11Z,14Z,17Z)-eicosapentaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C41H60N7O17P3S,tmndnccoa,,,C16165,MNXM1449,,52922050,LMFA07050063,bio/C41H60N7O17P3S
m00104c,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentEnumCytosol,C18H31O2,lneldc,,,,MNXM8844,,5282457,LMFA01030332,bio/C18H31O2
m00104l,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentEnumLysosome,C18H31O2,lneldc,,,,MNXM8844,,5282457,LMFA01030332,bio/C18H31O2
m00104r,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C18H31O2,lneldc,,,,MNXM8844,,5282457,LMFA01030332,bio/C18H31O2
m00104s,"""(6Z,9Z)-octadecadienoic acid""",dcs:CellularCompartmentEnumExtracellular,C18H31O2,lneldc,,,,MNXM8844,,5282457,LMFA01030332,bio/C18H31O2
m00105c,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/C25H45NO4
m00105m,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/C25H45NO4
m00105r,"""(6Z,9Z)-octadecadienoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C25H45NO4,lneldccrn,,,,MNXM8845,,53477834,,bio/C25H45NO4
m00106c,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,,,LMFA07050060,bio/C39H62N7O17P3S
m00106m,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,,,LMFA07050060,bio/C39H62N7O17P3S
m00106r,"""(6Z,9Z)-octadecadienoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C39H62N7O17P3S,lneldccoa,,,,MNXM4036,,,LMFA07050060,bio/C39H62N7O17P3S
m00107c,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C25H41NO4,strdnccrn,,,,MNXM9118,,53477835,,bio/C25H41NO4
m00107m,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C25H41NO4,strdnccrn,,,,MNXM9118,,53477835,,bio/C25H41NO4
m00107r,"""(6Z,9Z,12Z,15Z)-octadecatetraenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C25H41NO4,strdnccrn,,,,MNXM9118,,53477835,,bio/C25H41NO4
m00108c,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,,23724640,LMFA07050046,bio/C39H58N7O17P3S
m00108m,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,,23724640,LMFA07050046,bio/C39H58N7O17P3S
m00108r,"""(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C39H58N7O17P3S,strdnccoa,"""CHEBI:63545""",,C16163,MNXM3361,,23724640,LMFA07050046,bio/C39H58N7O17P3S
m00109c,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C31H51NO4,tetpent6crn,,,,MNXM9140,,,,bio/C31H51NO4
m00109r,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C31H51NO4,tetpent6crn,,,,MNXM9140,,,,bio/C31H51NO4
m00110c,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,,23724649,LMFA07050042,bio/C45H68N7O17P3S
m00110p,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,,23724649,LMFA07050042,bio/C45H68N7O17P3S
m00110r,"""(6Z,9Z,12Z,15Z,18Z)-tetracosapentaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C45H68N7O17P3S,tetpent6coa,"""CHEBI:63546""",,C16172,MNXM5944,,23724649,LMFA07050042,bio/C45H68N7O17P3S
m00111c,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentEnumCytosol,C24H37O2,tetpent6,,,,MNXM12998,,14505435,LMFA01030820,bio/C24H37O2
m00111l,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentEnumLysosome,C24H37O2,tetpent6,,,,MNXM12998,,14505435,LMFA01030820,bio/C24H37O2
m00111r,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H37O2,tetpent6,,,,MNXM12998,,14505435,LMFA01030820,bio/C24H37O2
m00111s,"""(6Z,9Z,12Z,15Z,18Z)-TPA""",dcs:CellularCompartmentEnumExtracellular,C24H37O2,tetpent6,,,,MNXM12998,,14505435,LMFA01030820,bio/C24H37O2
m00112c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C31H49NO4,,,,,,,,,bio/C31H49NO4
m00112r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C31H49NO4,,,,,,,,,bio/C31H49NO4
m00113c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,,53477806,LMFA07050051,bio/C45H66N7O17P3S
m00113p,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,,53477806,LMFA07050051,bio/C45H66N7O17P3S
m00113r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C45H66N7O17P3S,tethex3coa,,,C16168,MNXM6449,,53477806,LMFA07050051,bio/C45H66N7O17P3S
m00114c,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentEnumCytosol,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/C24H35O2
m00114l,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentEnumLysosome,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/C24H35O2
m00114r,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/C24H35O2
m00114s,"""(6Z,9Z,12Z,15Z,18Z,21Z)-THA""",dcs:CellularCompartmentEnumExtracellular,C24H35O2,tethex3,,,,MNXM12996,HMDB13025,53481586,LMFA01030822,bio/C24H35O2
m00115c,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentEnumCytosol,C18H33O2,,,,,MNXM24151,,,LMFA01030068,bio/C18H33O2
m00115l,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentEnumLysosome,C18H33O2,,,,,MNXM24151,,,LMFA01030068,bio/C18H33O2
m00115r,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C18H33O2,,,,,MNXM24151,,,LMFA01030068,bio/C18H33O2
m00115s,"""(7Z)-octadecenoic acid""",dcs:CellularCompartmentEnumExtracellular,C18H33O2,,,,,MNXM24151,,,LMFA01030068,bio/C18H33O2
m00116c,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C39H64N7O17P3S,,,,,,,,,bio/C39H64N7O17P3S
m00116m,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C39H64N7O17P3S,,,,,,,,,bio/C39H64N7O17P3S
m00116r,"""(7Z)-octadecenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C39H64N7O17P3S,,,,,,,,,bio/C39H64N7O17P3S
m00117c,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentEnumCytosol,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,,,LMFA01030249,bio/C14H25O2
m00117l,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentEnumLysosome,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,,,LMFA01030249,bio/C14H25O2
m00117r,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,,,LMFA01030249,bio/C14H25O2
m00117s,"""(7Z)-tetradecenoic acid""",dcs:CellularCompartmentEnumExtracellular,C14H25O2,,"""CHEBI:53206""",,,MNXM153529,,,LMFA01030249,bio/C14H25O2
m00118c,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/C35H56N7O17P3S
m00118m,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/C35H56N7O17P3S
m00118p,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentEnumPeroxisome,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/C35H56N7O17P3S
m00118r,"""(7Z)-tetradecenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C35H56N7O17P3S,,,,,MNXM163972,,,,bio/C35H56N7O17P3S
m00119c,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,,,LMFA07050040,bio/C43H66N7O17P3S
m00119m,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,,,LMFA07050040,bio/C43H66N7O17P3S
m00119r,"""(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C43H66N7O17P3S,adrncoa,"""CHEBI:63544""",,C16170,MNXM90397,,,LMFA07050040,bio/C43H66N7O17P3S
m00120c,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C29H47NO4,clpndcrn,,,,MNXM8437,,,,bio/C29H47NO4
m00120m,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C29H47NO4,clpndcrn,,,,MNXM8437,,,,bio/C29H47NO4
m00120r,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C29H47NO4,clpndcrn,,,,MNXM8437,,,,bio/C29H47NO4
m00121c,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB06267,53477812,LMFA07050048,bio/C43H64N7O17P3S
m00121m,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB06267,53477812,LMFA07050048,bio/C43H64N7O17P3S
m00121r,"""(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C43H64N7O17P3S,clpndcoa,"""CHEBI:63541""",,C16166,MNXM4529,HMDB06267,53477812,LMFA07050048,bio/C43H64N7O17P3S
m00122c,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C27H49NO4,,,,,,,,,bio/C27H49NO4
m00122m,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C27H49NO4,,,,,,,,,bio/C27H49NO4
m00122r,"""(8Z,11Z)-eicosadienoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C27H49NO4,,,,,,,,,bio/C27H49NO4
m00123c,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H66N7O17P3S,,,,,MNXM47370,,,LMFA07050061,bio/C41H66N7O17P3S
m00123m,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H66N7O17P3S,,,,,MNXM47370,,,LMFA07050061,bio/C41H66N7O17P3S
m00123r,"""(8Z,11Z)-eicosadienoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C41H66N7O17P3S,,,,,MNXM47370,,,LMFA07050061,bio/C41H66N7O17P3S
m00124c,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/C27H45NO4
m00124m,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentEnumMitochondria,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/C27H45NO4
m00124r,"""(8Z,11Z,14Z,17Z)-eicosatetraenoylcarnitine""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C27H45NO4,eicostetcrn,,,,MNXM8574,,,,bio/C27H45NO4
m00125c,"""(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA""",dcs:CellularCompartmentEnumCytosol,C41H62N7O17P3S,eicostetcoa,,,C16164,MNXM5146,,23724641,LMFA07050047,bio/C41H62N7O17P3S
m00125m,"""(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA""",dcs:CellularCompartmentEnumMitochondria,C41H62N7O17P3S,eicostetcoa,,,C16164,MNXM5146,,23724641,LMFA07050047,bio/C41H62N7O17P3S
m00125r,"""(8Z,11Z,14Z,17Z)-eicosatetraenoyl-CoA""",dcs:CellularCompartmentEnumEndoplasmicReticulum,C41H62N7O17P3S,eicostetcoa,,,C16164,MNXM5146,,23724641,LMFA07050047,bio/C41H62N7O17P3S
m00126c,"""(9E)-octadecenoylcarnitine""",dcs:CellularCompartmentEnumCytosol,C25H47NO4,elaidcrn,,,,MNXM173930,HMDB06464,53477837,,bio/C25H47NO4
